Name,Status,ID,Type,Impressions,Clickthroughs,Off-site Average Order Value,Off-site Conversion,Off-site Purchase Qty,Off-site Revenue,Off-site Revenue Per Mille,On-site Average Order Value,On-site Conversion,On-site Purchase Qty,On-site Revenue,On-site Revenue Per Mille
YG Popular Garden Plants EM3319,Inactive,yg-popular-garden-plants-em3319,Email,181444,1344,39.31,0.0,5.0,196.57,1.08,0,0,0,0,0
YG Perennials EM3576E,Active,yg-perennials-em3576e,Email,17780,258,0,0,0,0,0,0,0,0,0,0
YG Perennials EM3576D,Active,yg-perennials-em3576d,Email,93556,499,0,0,0,0,0,0,0,0,0,0
YG Perennials EM3576C,Active,yg-perennials-em3576c,Email,19761,165,19.48,0.01,2.0,38.95,1.97,0,0,0,0,0
YG Perennials EM3576B,Active,yg-perennials-em3576b,Email,57705,857,19.93,0.01,6.0,119.56,2.07,0,0,0,0,0
YG Perennials EM3576A,Active,yg-perennials-em3576a,Email,12112,140,28.55,0.04,5.0,142.77,11.79,0,0,0,0,0
YG Perennials EM3552E,Active,yg-perennials-em3552e,Email,17149,230,30.87,0.01,1.0,30.87,1.8,0,0,0,0,0
YG Perennials EM3552D,Active,yg-perennials-em3552d,Email,97888,407,31.96,0.0,3.0,95.89,0.98,0,0,0,0,0
YG Perennials EM3552C,Active,yg-perennials-em3552c,Email,27014,239,61.95,0.0,1.0,61.95,2.29,0,0,0,0,0
YG Perennials EM3552B,Active,yg-perennials-em3552b,Email,53177,759,39.92,0.02,8.0,319.38,6.01,0,0,0,0,0
YG Perennials EM3552A,Active,yg-perennials-em3552a,Email,9933,114,0,0,0,0,0,0,0,0,0,0
YG Perennials EM3543E,Active,yg-perennials-em3543e,Email,15770,260,35.96,0.01,1.0,35.96,2.28,0,0,0,0,0
YG Perennials EM3543D,Active,yg-perennials-em3543d,Email,97589,427,24.9,0.0,1.0,24.9,0.26,0,0,0,0,0
YG Perennials EM3543C,Active,yg-perennials-em3543c,Email,29889,217,30.84,0.01,2.0,61.69,2.06,0,0,0,0,0
YG Perennials EM3543B,Active,yg-perennials-em3543b,Email,51638,816,28.14,0.01,6.0,168.87,3.27,0,0,0,0,0
YG Perennials EM3543A,Active,yg-perennials-em3543a,Email,8919,95,0,0,0,0,0,0,0,0,0,0
YG Perennials EM3531E,Inactive,yg-perennials-em3531e,Email,14160,191,21.96,0.01,1.0,21.96,1.55,0,0,0,0,0
YG Perennials EM3531D,Active,yg-perennials-em3531d,Email,95359,371,0,0,0,0,0,0,0,0,0,0
YG Perennials EM3531C,Active,yg-perennials-em3531c,Email,35208,233,26.97,0.0,1.0,26.97,0.77,0,0,0,0,0
YG Perennials EM3531B,Active,yg-perennials-em3531b,Email,48918,699,36.49,0.01,5.0,182.46,3.73,0,0,0,0,0
YG Perennials EM3531A,Active,yg-perennials-em3531a,Email,7206,77,36.95,0.01,1.0,36.95,5.13,0,0,0,0,0
YG Perennials EM3514E,Inactive,yg-perennials-em3514e,Email,11810,121,0,0,0,0,0,0,0,0,0,0
YG Perennials EM3514D,Active,yg-perennials-em3514d,Email,96538,320,0,0,0,0,0,0,0,0,0,0
YG Perennials EM3371,Active,yg-perennials-em3371,Email,185154,826,29.7,0.0,3.0,89.1,0.48,0,0,0,0,0
YG Perennials EM3360,Active,yg-perennials-em3360,Email,184033,863,23.57,0.0,5.0,117.83,0.64,0,0,0,0,0
YG Perennials EM3345,Active,yg-perennials-em3345,Email,189860,1430,31.35,0.0,2.0,62.709999999999994,0.33,0,0,0,0,0
YG Perennials EM3344,Active,yg-perennials-em3344,Email,185514,935,28.44,0.0,8.0,227.49,1.23,0,0,0,0,0
YG Perennials EM3337,Active,yg-perennials-em3337,Email,183353,1304,29.38,0.0,7.0,205.68,1.12,0,0,0,0,0
YG Perennials EM3328,Inactive,yg-perennials-em3328,Email,191003,1777,39.99,0.0,3.0,119.96,0.63,0,0,0,0,0
YG Perennials EM3310,Active,yg-perennials-em3310,Email,188137,1355,30.44,0.0,5.0,152.18,0.81,0,0,0,0,0
YG Perennials EM3309,Inactive,yg-perennials-em3309,Email,1,0,0,0,0,0,0,0,0,0,0,0
YG Perennials EM3292,Inactive,yg-perennials-em3292,Email,186298,1316,42.72,0.0,4.0,170.87,0.92,0,0,0,0,0
YG Perennials EM3278,Active,yg-perennials-em3278,Email,181500,1863,41.39,0.01,10.0,413.86,2.28,0,0,0,0,0
YG Perennials EM3275,Inactive,yg-perennials-em3275,Email,9,0,0,0,0,0,0,0,0,0,0,0
YG Perennials - EM3560E,Active,yg-perennials-em3560e,Email,18670,225,113.66,0.01,2.0,227.31,12.18,0,0,0,0,0
YG Perennials - EM3560D,Active,yg-perennials-em3560d,Email,96223,584,21.97,0.0,3.0,65.92,0.69,0,0,0,0,0
YG Perennials - EM3560C v2,Active,yg-perennials-em3560c-v2,Email,25814,162,32.97,0.0,1.0,32.97,1.28,0,0,0,0,0
YG Perennials - EM3560C,Inactive,yg-perennials-em3560c,Email,1,0,0,0,0,0,0,0,0,0,0,0
YG Perennials - EM3560B,Active,yg-perennials-em3560b,Email,58491,744,38.77,0.01,6.0,232.63,3.98,0,0,0,0,0
YG Perennials - EM3560A,Active,yg-perennials-em3560a,Email,11128,73,0,0,0,0,0,0,0,0,0,0
YG Perennials - EM3558E,Active,yg-perennials-em3558e,Email,16669,136,0,0,0,0,0,0,0,0,0,0
YG Perennials - EM3558D,Active,yg-perennials-em3558d,Email,97640,560,0,0,0,0,0,0,0,0,0,0
YG Perennials - EM3558C,Active,yg-perennials-em3558c,Email,24733,205,52.95,0.0,1.0,52.95,2.14,0,0,0,0,0
YG Perennials - EM3558B,Active,yg-perennials-em3558b,Email,53128,774,39.03,0.02,8.0,312.22,5.88,0,0,0,0,0
YG Perennials - EM3558A,Active,yg-perennials-em3558a,Email,10634,93,76.44,0.01,1.0,76.44,7.19,0,0,0,0,0
YG Mediterranean EM3309,Inactive,yg-mediterranean-em3309,Email,186289,2238,33.22,0.0,7.0,232.53000000000003,1.25,0,0,0,0,0
YG Lily SALE 2026 - EM3569E,Active,yg-lily-sale-2026-em3569e,Email,18132,163,23.77,0.01,1.0,23.77,1.31,0,0,0,0,0
YG Lily SALE 2026 - EM3569D,Active,yg-lily-sale-2026-em3569d,Email,93668,504,14.96,0.0,1.0,14.96,0.16,0,0,0,0,0
YG Lily SALE 2026 - EM3569C,Active,yg-lily-sale-2026-em3569c,Email,21811,127,9.48,0.0,1.0,9.48,0.43,0,0,0,0,0
YG Lily SALE 2026 - EM3569B,Active,yg-lily-sale-2026-em3569b,Email,58443,820,23.55,0.03,16.0,376.86,6.45,0,0,0,0,0
YG Hydrangeas EM3281,Inactive,yg-hydrangeas-em3281,Email,1,0,0,0,0,0,0,0,0,0,0,0
YG Houseplants CL3398,Inactive,yg-houseplants-cl3398,Email,19676,331,24.48,0.01,2.0,48.95,2.49,0,0,0,0,0
YG GYO EM3540E,Inactive,yg-gyo-em3540e,Email,13385,151,40.04,0.03,4.0,160.17000000000002,11.97,0,0,0,0,0
YG GYO EM3540D,Active,yg-gyo-em3540d,Email,92771,377,18.98,0.0,1.0,18.98,0.2,0,0,0,0,0
YG GYO EM3540C,Active,yg-gyo-em3540c,Email,29858,238,43.66,0.01,2.0,87.33,2.92,0,0,0,0,0
YG GYO EM3540B,Active,yg-gyo-em3540b,Email,44374,786,32.84,0.02,8.0,262.68,5.92,0,0,0,0,0
YG GYO EM3540A,Inactive,yg-gyo-em3540a,Email,7836,79,0,0,0,0,0,0,0,0,0,0
YG Grow Your own Fruit and Veg EM3579E,Active,yg-grow-your-own-fruit-and-veg-em3579e,Email,16219,179,0,0,0,0,0,0,0,0,0,0
YG Grow Your own Fruit and Veg EM3579D,Active,yg-grow-your-own-fruit-and-veg-em3579d,Email,88506,595,18.19,0.01,9.0,163.73,1.85,0,0,0,0,0
YG Grow Your own Fruit and Veg EM3579C,Active,yg-grow-your-own-fruit-and-veg-em3579c,Email,16561,218,14.44,0.02,4.0,57.75000000000001,3.49,0,0,0,0,0
YG Grow Your own Fruit and Veg EM3579B,Active,yg-grow-your-own-fruit-and-veg-em3579b,Email,53630,1758,17.37,0.05,27.0,468.9100000000001,8.74,0,0,0,0,0
YG Grow Your own Fruit and Veg EM3579A,Active,yg-grow-your-own-fruit-and-veg-em3579a,Email,11377,144,8.37,0.02,2.0,16.740000000000002,1.47,0,0,0,0,0
YG Grow Your own Fruit and Veg EM3567E,Active,yg-grow-your-own-fruit-and-veg-em3567e,Email,17872,400,22.29,0.03,6.0,133.74999999999997,7.48,0,0,0,0,0
YG Grow Your own Fruit and Veg EM3567D,Active,yg-grow-your-own-fruit-and-veg-em3567d,Email,93673,937,21.98,0.01,5.0,109.89,1.17,0,0,0,0,0
YG Grow Your own Fruit and Veg EM3567C,Active,yg-grow-your-own-fruit-and-veg-em3567c,Email,22132,346,9.49,0.01,3.0,28.47,1.29,0,0,0,0,0
YG Grow Your own Fruit and Veg EM3567B,Active,yg-grow-your-own-fruit-and-veg-em3567b,Email,57464,2475,15.7,0.07,40.0,628.0300000000001,10.93,0,0,0,0,0
YG Grow Your own Fruit and Veg EM3567Av2,Active,yg-grow-your-own-fruit-and-veg-em3567av2,Email,11269,198,16.33,0.01,1.0,16.33,1.45,0,0,0,0,0
YG Grow Your own Fruit and Veg EM3567A,Inactive,yg-grow-your-own-fruit-and-veg-em3567a,Triggered Email,1,0,0,0,0,0,0,0,0,0,0,0
YG Grow Your own Fruit and Veg EM3544A,Active,yg-grow-your-own-fruit-and-veg-em3544a,Email,9106,135,38.21,0.04,4.0,152.84,16.78,0,0,0,0,0
YG Grow Your own Fruit and Veg EM3516E,Active,yg-grow-your-own-fruit-and-veg-em3516e,Email,10880,269,19.94,0.01,1.0,19.94,1.83,0,0,0,0,0
YG Grow Your own Fruit and Veg EM3516D,Active,yg-grow-your-own-fruit-and-veg-em3516d,Email,92927,690,17.63,0.0,3.0,52.89,0.57,0,0,0,0,0
YG Grow Your own Fruit and Veg EM3516C,Active,yg-grow-your-own-fruit-and-veg-em3516c,Email,36623,460,37.99,0.02,7.0,265.96000000000004,7.26,0,0,0,0,0
YG Grow Your own Fruit and Veg EM3516B,Active,yg-grow-your-own-fruit-and-veg-em3516b,Email,37305,809,22.52,0.02,6.0,135.12,3.62,0,0,0,0,0
YG Grow Your own Fruit and Veg EM3516A v2,Inactive,yg-grow-your-own-fruit-and-veg-em3516a-v2,Email,6296,91,45.97,0.03,2.0,91.93,14.6,0,0,0,0,0
YG Grow Your own Fruit and Veg EM3516A,Inactive,yg-grow-your-own-fruit-and-veg-em3516a,Triggered Email,1,0,0,0,0,0,0,0,0,0,0,0
YG Grow Your own Fruit and Veg EM3513E,Inactive,yg-grow-your-own-fruit-and-veg-em3513e,Email,10212,45,0,0,0,0,0,0,0,0,0,0
YG Grow Your own Fruit and Veg EM3513D,Active,yg-grow-your-own-fruit-and-veg-em3513d,Email,93517,183,0,0,0,0,0,0,0,0,0,0
YG Grow Your own Fruit and Veg EM3513C,Active,yg-grow-your-own-fruit-and-veg-em3513c,Email,35650,77,33.04,0.0,1.0,33.04,0.93,0,0,0,0,0
YG Grow Your own Fruit and Veg EM3513B,Active,yg-grow-your-own-fruit-and-veg-em3513b,Email,32509,136,0,0,0,0,0,0,0,0,0,0
YG Grow Your own Fruit and Veg EM3513A,Inactive,yg-grow-your-own-fruit-and-veg-em3513a,Email,5862,20,0,0,0,0,0,0,0,0,0,0
YG Grow Your own Fruit and Veg EM3508E,Active,yg-grow-your-own-fruit-and-veg-em3508e,Email,10143,95,0,0,0,0,0,0,0,0,0,0
YG Grow Your own Fruit and Veg EM3508D,Active,yg-grow-your-own-fruit-and-veg-em3508d,Email,93122,266,0,0,0,0,0,0,0,0,0,0
YG Grow Your own Fruit and Veg EM3508C,Active,yg-grow-your-own-fruit-and-veg-em3508c,Email,35691,164,46.19,0.01,3.0,138.57999999999998,3.88,0,0,0,0,0
YG Grow Your own Fruit and Veg EM3508B,Active,yg-grow-your-own-fruit-and-veg-em3508b,Email,33586,327,29.7,0.01,4.0,118.8,3.54,0,0,0,0,0
YG Grow Your own Fruit and Veg EM3508A,Inactive,yg-grow-your-own-fruit-and-veg-em3508a,Email,5908,42,27.98,0.03,2.0,55.95,9.47,0,0,0,0,0
YG Grow Your own Fruit and Veg EM3500E,Active,yg-grow-your-own-fruit-and-veg-em3500e,Email,10068,53,0,0,0,0,0,0,0,0,0,0
YG Grow Your own Fruit and Veg EM3500D,Active,yg-grow-your-own-fruit-and-veg-em3500d,Email,95332,154,21.98,0.0,1.0,21.98,0.23,0,0,0,0,0
YG Grow Your own Fruit and Veg EM3500C,Active,yg-grow-your-own-fruit-and-veg-em3500c,Email,36608,62,0,0,0,0,0,0,0,0,0,0
YG Grow Your own Fruit and Veg EM3500B,Active,yg-grow-your-own-fruit-and-veg-em3500b,Email,33106,107,95.87,0.0,1.0,95.87,2.9,0,0,0,0,0
YG Grow Your own Fruit and Veg EM3500A TEST,Inactive,yg-grow-your-own-fruit-and-veg-em3500a-test,Email,3,3,0,0,0,0,0,0,0,0,0,0
YG Grow Your own Fruit and Veg EM3500A,Inactive,yg-grow-your-own-fruit-and-veg-em3500a,Email,5837,14,0,0,0,0,0,0,0,0,0,0
YG Grow Your own Fruit and Veg EM3494E,Inactive,yg-grow-your-own-fruit-and-veg-em3494e,Email,9797,89,0,0,0,0,0,0,0,0,0,0
YG Grow Your own Fruit and Veg EM3494D,Active,yg-grow-your-own-fruit-and-veg-em3494d,Email,139781,521,32.47,0.0,2.0,64.94,0.46,0,0,0,0,0
YG Grow Your own Fruit and Veg EM3494C,Active,yg-grow-your-own-fruit-and-veg-em3494c,Email,58323,248,16.98,0.0,1.0,16.98,0.29,0,0,0,0,0
YG Grow Your own Fruit and Veg EM3494B,Active,yg-grow-your-own-fruit-and-veg-em3494b,Email,34035,252,35.96,0.01,3.0,107.88,3.17,0,0,0,0,0
YG Grow Your own Fruit and Veg EM3494A,Inactive,yg-grow-your-own-fruit-and-veg-em3494a,Email,5769,29,0,0,0,0,0,0,0,0,0,0
YG Grow Your own Fruit and Veg EM3485E,Inactive,yg-grow-your-own-fruit-and-veg-em3485e,Email,9425,44,0,0,0,0,0,0,0,0,0,0
YG Grow Your own Fruit and Veg EM3485D,Active,yg-grow-your-own-fruit-and-veg-em3485d,Email,94034,209,38.97,0.0,1.0,38.97,0.41,0,0,0,0,0
YG Grow Your own Fruit and Veg EM3485C,Active,yg-grow-your-own-fruit-and-veg-em3485c,Email,36953,80,0,0,0,0,0,0,0,0,0,0
YG Grow Your own Fruit and Veg EM3485B,Active,yg-grow-your-own-fruit-and-veg-em3485b,Email,34202,124,0,0,0,0,0,0,0,0,0,0
YG Grow Your own Fruit and Veg EM3485A,Inactive,yg-grow-your-own-fruit-and-veg-em3485a,Email,5670,25,16.98,0.02,1.0,16.98,2.99,0,0,0,0,0
YG Grow Your own Fruit and Veg EM3482F,Active,yg-grow-your-own-fruit-and-veg-em3482f,Email,48467,191,21.98,0.0,1.0,21.98,0.45,0,0,0,0,0
YG Grow Your own Fruit and Veg EM3482E,Inactive,yg-grow-your-own-fruit-and-veg-em3482e,Email,4,3,0,0,0,0,0,0,0,0,0,0
YG Grow Your own Fruit and Veg EM3482D,Active,yg-grow-your-own-fruit-and-veg-em3482d,Email,48325,183,0,0,0,0,0,0,0,0,0,0
YG Grow Your own Fruit and Veg EM3482C,Active,yg-grow-your-own-fruit-and-veg-em3482c,Email,38283,295,25.41,0.01,4.0,101.63,2.65,0,0,0,0,0
YG Grow Your own Fruit and Veg EM3482B,Active,yg-grow-your-own-fruit-and-veg-em3482b,Email,17800,283,112.56,0.02,3.0,337.67,18.97,0,0,0,0,0
YG Grow Your own Fruit and Veg EM3482A,Inactive,yg-grow-your-own-fruit-and-veg-em3482a,Email,6115,53,0,0,0,0,0,0,0,0,0,0
YG Grow Your own Fruit and Veg EM3482,Inactive,yg-grow-your-own-fruit-and-veg-em3482,Email,17657,219,30.91,0.03,6.0,185.45999999999998,10.5,0,0,0,0,0
YG GR30s EM3595A,Active,yg-gr30s-em3595a,Email,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
YG GR30s EM3586E,Active,yg-gr30s-em3586e,Email,15266,199,0,0,0,0,0,0,0,0,0,0
YG GR30s EM3586D,Active,yg-gr30s-em3586d,Email,79560,473,30.63,0.0,3.0,91.88000000000001,1.15,0,0,0,0,0
YG GR30s EM3586C,Active,yg-gr30s-em3586c,Email,14814,151,37.46,0.01,2.0,74.92,5.06,0,0,0,0,0
YG GR30s EM3586B,Active,yg-gr30s-em3586b,Email,51293,970,48.26,0.01,3.0,144.79,2.82,0,0,0,0,0
YG GR30s EM3586A,Active,yg-gr30s-em3586a,Email,11089,100,0,0,0,0,0,0,0,0,0,0
YG GR30s EM3573E,Active,yg-gr30s-em3573e,Email,16952,195,0,0,0,0,0,0,0,0,0,0
YG GR30s EM3573D,Active,yg-gr30s-em3573d,Email,92585,878,18.48,0.0,2.0,36.96,0.4,0,0,0,0,0
YG GR30s EM3573C,Active,yg-gr30s-em3573c,Email,20064,284,48.9,0.02,5.0,244.5,12.19,0,0,0,0,0
YG GR30s EM3573B,Active,yg-gr30s-em3573b,Email,60740,1689,30.12,0.03,21.0,632.5999999999999,10.41,0,0,0,0,0
YG GR30s EM3573A,Active,yg-gr30s-em3573a,Email,11766,151,30.95,0.01,1.0,30.95,2.63,0,0,0,0,0
YG GR30s EM3553E,Active,yg-gr30s-em3553e,Email,17746,481,26.96,0.01,1.0,26.96,1.52,0,0,0,0,0
YG GR30s EM3553D,Active,yg-gr30s-em3553d,Email,101065,712,41.19,0.0,4.0,164.76999999999998,1.63,0,0,0,0,0
YG GR30s EM3553C,Active,yg-gr30s-em3553c,Email,28039,479,29.56,0.02,5.0,147.79000000000002,5.27,0,0,0,0,0
YG GR30s EM3553B,Active,yg-gr30s-em3553b,Email,56605,1774,51.54,0.03,17.0,876.2600000000001,15.48,0,0,0,0,0
YG GR30s EM3553A,Active,yg-gr30s-em3553a,Email,10610,130,0,0,0,0,0,0,0,0,0,0
YG GR30s EM3547E,Active,yg-gr30s-em3547e,Email,17199,407,34.33,0.02,3.0,102.98,5.99,0,0,0,0,0
YG GR30s EM3547D,Active,yg-gr30s-em3547d,Email,28115,286,34.44,0.01,2.0,68.88,2.45,0,0,0,0,0
YG GR30s EM3547C,Active,yg-gr30s-em3547c,Email,28957,379,30.29,0.01,3.0,90.88,3.14,0,0,0,0,0
YG GR30s EM3547B,Active,yg-gr30s-em3547b,Email,56236,1790,36.68,0.05,27.0,990.43,17.61,0,0,0,0,0
YG GR30s EM3547A,Active,yg-gr30s-em3547a,Email,9458,171,28.96,0.03,3.0,86.89000000000001,9.19,0,0,0,0,0
YG GR Bedding EM3372,Active,yg-gr-bedding-em3372,Email,187503,1308,38.71,0.0,8.0,309.7,1.65,0,0,0,0,0
YG GR Bedding EM3369,Inactive,yg-gr-bedding-em3369,Email,8,4,0,0,0,0,0,0,0,0,0,0
YG GR Bedding EM3329,Active,yg-gr-bedding-em3329,Email,194641,1845,36.15,0.01,23.0,831.3499999999999,4.27,0,0,0,0,0
YG GR Bedding EM3297,Inactive,yg-gr-bedding-em3297,Email,186942,2114,28.62,0.01,20.0,572.36,3.06,0,0,0,0,0
YG GR Bedding EM3283,Active,yg-gr-bedding-em3283,Email,323744,2527,29.47,0.01,32.0,943.1399999999999,2.91,0,0,0,0,0
YG Garden Ready EM3590E,Active,yg-garden-ready-em3590e,Email,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
YG Garden Ready EM3590D,Active,yg-garden-ready-em3590d,Email,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
YG Garden Ready EM3590C,Active,yg-garden-ready-em3590c,Email,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
YG Garden Ready EM3590B,Active,yg-garden-ready-em3590b,Email,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
YG Garden Ready EM3590A,Active,yg-garden-ready-em3590a,Email,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
YG Garden Plants EM3593A,Active,yg-garden-plants-em3593a,Email,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
YG Garden Plants EM3592E,Active,yg-garden-plants-em3592e,Email,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
YG Garden Plants EM3592D,Active,yg-garden-plants-em3592d,Email,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
YG Garden Plants EM3592C,Active,yg-garden-plants-em3592c,Email,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
YG Garden Plants EM3592B,Active,yg-garden-plants-em3592b,Email,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
YG Garden Plants EM3592A,Active,yg-garden-plants-em3592a,Email,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
YG Garden Plants EM3590A,Inactive,yg-garden-plants-em3590a,Email,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
YG Garden Plants EM3589E,Active,yg-garden-plants-em3589e,Email,3,0,0,0,0,0,0,0,0,0,0,0
YG Garden Plants EM3589D,Active,yg-garden-plants-em3589d,Email,2,0,0,0,0,0,0,0,0,0,0,0
YG Garden Plants EM3589C,Active,yg-garden-plants-em3589c,Email,2,0,0,0,0,0,0,0,0,0,0,0
YG Garden Plants EM3589B,Active,yg-garden-plants-em3589b,Email,2,0,0,0,0,0,0,0,0,0,0,0
YG Garden Plants EM3589A,Active,yg-garden-plants-em3589a,Email,6,3,0,0,0,0,0,0,0,0,0,0
YG Garden Plants EM3585E,Active,yg-garden-plants-em3585e,Email,16533,411,33.19,0.02,4.0,132.75,8.03,0,0,0,0,0
YG Garden Plants EM3585D,Active,yg-garden-plants-em3585d,Email,82341,791,31.29,0.0,3.0,93.88,1.14,0,0,0,0,0
YG Garden Plants EM3585C,Active,yg-garden-plants-em3585c,Email,15521,293,121.93,0.01,1.0,121.93,7.86,0,0,0,0,0
YG Garden Plants EM3585B,Active,yg-garden-plants-em3585b,Email,53598,1600,33.89,0.02,9.0,305.03,5.69,0,0,0,0,0
YG Garden Plants EM3585A,Active,yg-garden-plants-em3585a,Email,11799,274,24.48,0.02,2.0,48.95,4.15,0,0,0,0,0
YG Fruit Trees (from each range) EM3471E,Inactive,yg-fruit-trees-from-each-range-em3471e,Email,8890,90,0,0,0,0,0,0,0,0,0,0
YG Fruit Trees (from each range) EM3471D,Active,yg-fruit-trees-from-each-range-em3471d,Email,93993,300,0,0,0,0,0,0,0,0,0,0
YG Fruit Trees (from each range) EM3471C,Active,yg-fruit-trees-from-each-range-em3471c,Email,36041,161,23.98,0.0,1.0,23.98,0.67,0,0,0,0,0
YG Fruit Trees (from each range) EM3471B,Active,yg-fruit-trees-from-each-range-em3471b,Email,32162,295,50.07,0.0,1.0,50.07,1.56,0,0,0,0,0
YG Fruit Trees (from each range) EM3471A,Inactive,yg-fruit-trees-from-each-range-em3471a,Email,5815,41,0,0,0,0,0,0,0,0,0,0
YG Fruit Trees (from each range) EM3467E,Inactive,yg-fruit-trees-from-each-range-em3467e,Email,9203,97,44.36,0.01,1.0,44.36,4.82,0,0,0,0,0
YG Fruit Trees (from each range) EM3467D,Active,yg-fruit-trees-from-each-range-em3467d,Email,97671,383,0,0,0,0,0,0,0,0,0,0
YG Fruit Trees (from each range) EM3467C,Active,yg-fruit-trees-from-each-range-em3467c,Email,37684,174,45.25,0.01,3.0,135.74,3.6,0,0,0,0,0
YG Fruit Trees (from each range) EM3467B,Active,yg-fruit-trees-from-each-range-em3467b,Email,33830,363,32.6,0.02,8.0,260.78999999999996,7.71,0,0,0,0,0
YG Fruit Trees (from each range) EM3467A,Inactive,yg-fruit-trees-from-each-range-em3467a,Email,4530,38,0,0,0,0,0,0,0,0,0,0
YG Fruit SALE 2026 - EM3554E,Inactive,yg-fruit-sale-2026-em3554e,Email,17591,198,0,0,0,0,0,0,0,0,0,0
YG Fruit SALE 2026 - EM3554D,Active,yg-fruit-sale-2026-em3554d,Email,97932,516,20.98,0.0,2.0,41.95,0.43,0,0,0,0,0
YG Fruit SALE 2026 - EM3554C,Inactive,yg-fruit-sale-2026-em3554c,Email,26098,263,32.85,0.01,3.0,98.56,3.78,0,0,0,0,0
YG Fruit SALE 2026 - EM3554B,Active,yg-fruit-sale-2026-em3554b,Email,54744,955,29.82,0.03,16.0,477.0400000000001,8.71,0,0,0,0,0
YG Fruit SALE 2026 - EM3554A,Active,yg-fruit-sale-2026-em3554a,Email,10523,138,18.98,0.02,2.0,37.96,3.61,0,0,0,0,0
YG Fruit SALE 2026 - EM3534E,Inactive,yg-fruit-sale-2026-em3534e,Email,12587,127,115.92,0.01,1.0,115.92,9.21,0,0,0,0,0
YG Fruit SALE 2026 - EM3534D,Active,yg-fruit-sale-2026-em3534d,Email,91625,433,72.69,0.0,1.0,72.69,0.79,0,0,0,0,0
YG Fruit SALE 2026 - EM3534C,Inactive,yg-fruit-sale-2026-em3534c,Email,31601,220,18.98,0.01,2.0,37.96,1.2,0,0,0,0,0
YG Fruit SALE 2026 - EM3534B,Active,yg-fruit-sale-2026-em3534b,Email,42136,768,27.01,0.03,14.0,378.11,8.97,0,0,0,0,0
YG Fruit SALE 2026 - EM3534A,Inactive,yg-fruit-sale-2026-em3534a,Email,7573,89,0,0,0,0,0,0,0,0,0,0
YG Fruit Plants EM3523E,Active,yg-fruit-plants-em3523e,Email,11424,102,0,0,0,0,0,0,0,0,0,0
YG Fruit Plants EM3523D,Active,yg-fruit-plants-em3523d,Email,92927,383,0,0,0,0,0,0,0,0,0,0
YG Fruit Plants EM3523C,Inactive,yg-fruit-plants-em3523c,Email,34496,194,47.58,0.0,1.0,47.58,1.38,0,0,0,0,0
YG Fruit Plants EM3523B,Active,yg-fruit-plants-em3523b,Email,38673,383,49.96,0.01,3.0,149.88,3.88,0,0,0,0,0
YG Fruit and Veg EM3331,Inactive,yg-fruit-and-veg-em3331,Email,180170,1817,31.71,0.0,7.0,221.94,1.23,0,0,0,0,0
YG Fruit &amp; Veg EM3537E,Inactive,yg-fruit-amp-veg-em3537e,Email,13076,131,36.98,0.01,1.0,36.98,2.83,0,0,0,0,0
YG Fruit &amp; Veg EM3537D,Active,yg-fruit-amp-veg-em3537d,Email,92702,277,59.47,0.0,2.0,118.94,1.28,0,0,0,0,0
YG Fruit &amp; Veg EM3537C,Active,yg-fruit-amp-veg-em3537c,Email,31001,132,40.59,0.01,2.0,81.18,2.62,0,0,0,0,0
YG Fruit &amp; Veg EM3537B,Active,yg-fruit-amp-veg-em3537b,Email,42311,388,39.28,0.01,4.0,157.13,3.71,0,0,0,0,0
YG Fruit &amp; Veg EM3537A,Inactive,yg-fruit-amp-veg-em3537a,Email,7648,48,0,0,0,0,0,0,0,0,0,0
YG Fruit &amp; Veg EM3526E,Inactive,yg-fruit-amp-veg-em3526e,Email,11924,59,0,0,0,0,0,0,0,0,0,0
YG Fruit &amp; Veg EM3526D,Active,yg-fruit-amp-veg-em3526d,Email,89962,193,63.27,0.0,2.0,126.55,1.41,0,0,0,0,0
YG Fruit &amp; Veg EM3526C,Active,yg-fruit-amp-veg-em3526c,Email,33433,100,14.32,0.01,3.0,42.959999999999994,1.28,0,0,0,0,0
